,Unnamed: 0,timestamp,id,x,y,datetime
0,0,1706537118,9,4.998117779522715,14.99807241041782,2024-01-29 14:05:18
1,1,1706537133,7,,,2024-01-29 14:05:33
2,2,1706537345,7,14.872580587123714,33.25362648973657,2024-01-29 14:09:05
3,3,1706537352,7,,-inf,2024-01-29 14:09:12
4,4,1706537359,7,,-inf,2024-01-29 14:09:19
5,5,1706537363,7,,inf,2024-01-29 14:09:23
6,6,1706537364,2,15.15486572569003,33.25629782970931,2024-01-29 14:09:24
7,7,1706537371,7,,-inf,2024-01-29 14:09:31
8,8,1706537373,7,,-inf,2024-01-29 14:09:33
9,9,1706537380,7,,-inf,2024-01-29 14:09:40
10,10,1706537384,7,,-inf,2024-01-29 14:09:44
11,11,1706537386,7,,-inf,2024-01-29 14:09:46
12,12,1706537410,7,,inf,2024-01-29 14:10:10
13,13,1706537414,7,,-inf,2024-01-29 14:10:14
14,14,1706537425,7,,inf,2024-01-29 14:10:25
15,15,1706537433,7,,-inf,2024-01-29 14:10:33
16,16,1706537439,7,,inf,2024-01-29 14:10:39
17,17,1706537443,7,,-inf,2024-01-29 14:10:43
18,18,1706537451,7,,inf,2024-01-29 14:10:51
19,19,1706537457,7,,inf,2024-01-29 14:10:57
20,20,1706537468,7,,-inf,2024-01-29 14:11:08
21,21,1706537481,7,,inf,2024-01-29 14:11:21
22,22,1706537485,7,,-inf,2024-01-29 14:11:25
23,23,1706537489,7,,inf,2024-01-29 14:11:29
24,24,1706537502,7,,-inf,2024-01-29 14:11:42
25,25,1706537531,7,,inf,2024-01-29 14:12:11
26,26,1706537538,7,,-inf,2024-01-29 14:12:18
27,27,1706537539,7,,-inf,2024-01-29 14:12:19
28,28,1706537545,7,,-inf,2024-01-29 14:12:25
29,29,1706537548,7,,-inf,2024-01-29 14:12:28
30,30,1706537552,7,,inf,2024-01-29 14:12:32
31,31,1706537555,7,11.16108636337936,37.99162954506905,2024-01-29 14:12:35
32,32,1706537563,7,18.73992075712328,49.379940497366285,2024-01-29 14:12:43
33,33,1706537566,7,18.790126188629767,49.39148391000362,2024-01-29 14:12:46
34,34,1706537568,7,11.192612117250636,37.9885313374438,2024-01-29 14:12:48
35,35,1706537569,7,18.792389261031893,49.430415347035606,2024-01-29 14:12:49
36,36,1706537571,7,18.75865134072352,49.35958393058368,2024-01-29 14:12:51
37,37,1706537573,7,11.040180281024409,37.50108637635545,2024-01-29 14:12:53
38,38,1706537575,7,,inf,2024-01-29 14:12:55
39,39,1706537585,7,,inf,2024-01-29 14:13:05
40,40,1706537587,7,18.781873364580473,49.41464150235852,2024-01-29 14:13:07
41,41,1706537590,7,,-inf,2024-01-29 14:13:10
42,42,1706537599,7,11.573558867801784,38.618225224041225,2024-01-29 14:13:19
43,43,1706537607,7,,-inf,2024-01-29 14:13:27
44,44,1706537612,7,,-inf,2024-01-29 14:13:32
45,45,1706537613,7,,inf,2024-01-29 14:13:33
46,46,1706537616,7,,-inf,2024-01-29 14:13:36
47,47,1706537623,7,,-inf,2024-01-29 14:13:43
48,48,1706537631,7,,inf,2024-01-29 14:13:51
49,49,1706537636,7,,-inf,2024-01-29 14:13:56
50,50,1706537641,7,,inf,2024-01-29 14:14:01
51,51,1706537647,7,,-inf,2024-01-29 14:14:07
52,52,1706537651,7,,inf,2024-01-29 14:14:11
53,53,1706537655,7,,inf,2024-01-29 14:14:15
54,54,1706537666,7,,inf,2024-01-29 14:14:26
55,55,1706537675,7,20.725167619114305,47.94110346008138,2024-01-29 14:14:35
56,56,1706537677,7,15.353133060099085,45.942850281167146,2024-01-29 14:14:37
57,57,1706537680,7,18.01637593830128,46.63728195372596,2024-01-29 14:14:40
58,58,1706537681,7,,,2024-01-29 14:14:41
59,59,1706537683,7,-10.804034124247934,25.01248018928081,2024-01-29 14:14:43
60,60,1706537686,7,10.96237925801112,31.555050866427745,2024-01-29 14:14:46
61,61,1706537687,3,,,2024-01-29 14:14:47
62,62,1706537689,7,-26.951403712641508,29.990274872123344,2024-01-29 14:14:49
63,63,1706537692,7,18.749999999999982,47.15747664799388,2024-01-29 14:14:52
64,64,1706537694,7,,,2024-01-29 14:14:54
65,65,1706537696,7,18.87330631174035,33.869816452506605,2024-01-29 14:14:56
66,66,1706537697,7,18.499803538368084,46.98090919932191,2024-01-29 14:14:57
67,67,1706537699,7,-0.572968970608486,25.031348818117145,2024-01-29 14:14:59
68,68,1706537701,7,11.141086073170577,41.36128943770105,2024-01-29 14:15:01
69,69,1706537702,7,-3.030143874357517,25.497338141347797,2024-01-29 14:15:02
70,70,1706537704,7,15.015486572568976,45.77347897492403,2024-01-29 14:15:04
71,71,1706537706,7,18.62460472753135,33.839015127161844,2024-01-29 14:15:06
72,72,1706537707,7,,,2024-01-29 14:15:07
73,73,1706537709,7,-40.10625764286368,25.14025178012565,2024-01-29 14:15:09
74,74,1706537711,7,,,2024-01-29 14:15:11
75,75,1706537712,7,-10.838888857566133,24.9958333568254,2024-01-29 14:15:12
76,76,1706537714,7,-1.47671144117524,25.807979851471135,2024-01-29 14:15:14
77,77,1706537715,7,18.8662715781212,47.23110184179545,2024-01-29 14:15:15
78,78,1706537717,7,19.237488333517497,34.04181367658283,2024-01-29 14:15:17
79,79,1706537718,7,15.013678970750258,33.32382177800302,2024-01-29 14:15:18
80,80,1706537719,7,18.850792428767303,47.59652045890302,2024-01-29 14:15:19
81,81,1706537721,7,11.117612707295605,29.065355769572516,2024-01-29 14:15:21
82,82,1706537722,7,-39.62687589950213,25.20455043919875,2024-01-29 14:15:22
83,83,1706537724,7,14.999999999999972,45.76767151021063,2024-01-29 14:15:24
84,84,1706537727,7,-8.647099905040221,26.552677959422127,2024-01-29 14:15:27
85,85,1706537728,7,,,2024-01-29 14:15:28
86,86,1706537730,7,18.7327383058804,38.101289705296765,2024-01-29 14:15:30
87,87,1706537731,7,15.231442744908152,33.40031214618424,2024-01-29 14:15:31
88,88,1706537733,7,-1.720736958887173,25.788168368500767,2024-01-29 14:15:33
89,89,1706537734,7,15.273955659564418,45.89860570214818,2024-01-29 14:15:34
90,90,1706537737,7,15.40470736824178,46.22867754981041,2024-01-29 14:15:37
91,91,1706537738,7,23.73150141661001,30.635997303279712,2024-01-29 14:15:38
92,92,1706537741,7,-1.505589147886774,25.89015112461636,2024-01-29 14:15:41
93,93,1706537743,7,18.715558392230616,30.01224321061688,2024-01-29 14:15:43
94,94,1706537744,7,3.959679951569633,21.73068630691248,2024-01-29 14:15:44
95,95,1706537745,7,11.222642058499485,41.55489714678813,2024-01-29 14:15:45
96,96,1706537746,7,-27.070326198852115,29.981702844454222,2024-01-29 14:15:46
97,97,1706537748,7,21.148308528563703,34.6009964708557,2024-01-29 14:15:48
98,98,1706537749,7,7.844201154971624,23.47255676090264,2024-01-29 14:15:49
99,99,1706537750,7,11.293359415243929,31.652699677313432,2024-01-29 14:15:50
100,100,1706537752,7,25.969119030134134,38.25679150401403,2024-01-29 14:15:52
101,101,1706537753,7,15.404306756812687,46.21292027043806,2024-01-29 14:15:53
102,102,1706537754,7,19.007011944290376,10.425976236683642,2024-01-29 14:15:54
103,103,1706537756,7,,,2024-01-29 14:15:56
104,104,1706537758,7,18.683649179002074,30.89577387790632,2024-01-29 14:15:58
105,105,1706537759,7,14.996023343516118,22.113245605471683,2024-01-29 14:15:59
106,106,1706537760,7,18.78097314513795,33.87801226286825,2024-01-29 14:16:00
107,107,1706537762,7,34.09193359304615,29.9819810194986,2024-01-29 14:16:02
108,108,1706537763,7,15.410047339352053,46.20520137973752,2024-01-29 14:16:03
109,109,1706537765,7,3.99601125482285,21.72058620035519,2024-01-29 14:16:05
110,110,1706537766,7,15.015486572568989,45.79867239414011,2024-01-29 14:16:06
111,111,1706537768,7,15.48154939596547,46.29381768683116,2024-01-29 14:16:08
112,112,1706537769,7,30.301609452316924,28.55189204540727,2024-01-29 14:16:09
113,113,1706537771,7,3.96515661704472,21.713632537216455,2024-01-29 14:16:11
114,114,1706537772,7,8.444590577813159,25.286636851150625,2024-01-29 14:16:12
115,115,1706537773,7,,,2024-01-29 14:16:13
116,116,1706537774,7,14.718489664033326,44.160622995253675,2024-01-29 14:16:14
117,117,1706537775,7,6.282414226739121,29.36590690777816,2024-01-29 14:16:15
118,118,1706537776,7,,,2024-01-29 14:16:16
119,119,1706537778,7,20.569690166849483,34.17726762513712,2024-01-29 14:16:18
120,120,1706537779,7,34.13578563382228,30.0180189805014,2024-01-29 14:16:19
121,121,1706537781,7,15.0,44.90595354564853,2024-01-29 14:16:21
122,122,1706537782,7,15.002722848170736,22.823403130035736,2024-01-29 14:16:22
123,123,1706537783,7,20.690255188912825,34.41603964442307,2024-01-29 14:16:23
124,124,1706537784,7,20.690255188912825,34.41603964442307,2024-01-29 14:16:24
125,125,1706537786,7,18.75,10.595755340376945,2024-01-29 14:16:26
126,126,1706537787,7,15.126589567109743,46.31019303543602,2024-01-29 14:16:27
127,127,1706537788,7,18.804586269691143,37.94383012593496,2024-01-29 14:16:28
128,128,1706537790,7,15.050396214383651,46.71458718987687,2024-01-29 14:16:30
129,129,1706537792,7,,,2024-01-29 14:16:32
130,130,1706537793,7,11.34794568493504,26.15438370548051,2024-01-29 14:16:33
131,131,1706537795,7,18.617612707295592,29.99317671628861,2024-01-29 14:16:35
132,132,1706537797,7,20.628446265680505,34.25044097100121,2024-01-29 14:16:37
133,133,1706537798,7,,,2024-01-29 14:16:38
134,134,1706537800,7,3.839865340356091,21.648263821192387,2024-01-29 14:16:40
135,135,1706537802,7,,,2024-01-29 14:16:42
136,136,1706537803,7,19.5789895206413,21.244579305300093,2024-01-29 14:16:43
137,137,1706537804,7,11.250000000000028,29.9891858240956,2024-01-29 14:16:44
138,138,1706537805,7,34.15259216087748,29.99547383673689,2024-01-29 14:16:45
139,139,1706537806,7,14.958234632676152,42.203374138175406,2024-01-29 14:16:46
140,140,1706537807,7,136.73419103325108,44.918314554877966,2024-01-29 14:16:47
141,141,1706537808,7,30.391182394615868,28.544852200673017,2024-01-29 14:16:48
142,142,1706537810,7,22.555612039320508,29.53654170570181,2024-01-29 14:16:50
143,143,1706537812,7,15.000000000000009,42.162301892808166,2024-01-29 14:16:52
144,144,1706537814,7,15.048972842467508,46.72388090023478,2024-01-29 14:16:54
145,145,1706537816,7,18.81179954926989,18.483849661952416,2024-01-29 14:16:56
146,146,1706537818,7,15.097713667032334,46.59205063236361,2024-01-29 14:16:58
147,147,1706537820,7,19.648823623903407,21.053529128289785,2024-01-29 14:17:00
148,148,1706537821,9,15.308997746349462,33.20036160163172,2024-01-29 14:17:01
149,149,1706537822,7,11.494009844715606,21.495374501457885,2024-01-29 14:17:02
150,150,1706537823,7,39.38361040194232,36.10020780145676,2024-01-29 14:17:03
151,151,1706537824,7,,,2024-01-29 14:17:04
152,152,1706537825,7,,,2024-01-29 14:17:05
153,153,1706537826,7,33.00772980430428,25.48582433830705,2024-01-29 14:17:06
154,154,1706537827,7,,,2024-01-29 14:17:07
155,155,1706537828,7,18.29443663796492,39.43482555291033,2024-01-29 14:17:08
156,156,1706537829,7,,,2024-01-29 14:17:09
