id,time,x,y,player_id
400,2,327.547,311.418,17
401,2,736.169,315.744,2
402,2,327.547,311.418,17
403,2,613.229,-90.1712,2
404,2,600.0,300.0,5
405,2,600.0,300.0,3
406,2,600.0,300.0,15
407,2,613.229,-90.1712,2
408,2,294.441,400.72,6
409,2,613.229,-90.1712,2
410,2,613.229,-90.1712,2
411,2,294.441,400.72,6
412,2,525.754,659.789,12
413,2,542.47,423.045,3
414,2,897.103,384.648,1
415,2,294.441,400.72,6
416,2,352.669,351.894,12
417,2,344.209,430.507,5
418,2,452.165,372.879,16
419,2,613.229,-90.1712,2
420,2,729.357,96.7966,2
421,2,409.282,412.878,11
422,2,729.357,96.7966,2
423,2,729.357,96.7966,2
424,2,515.75,640.08,4
425,2,600.0,300.0,14
426,2,327.547,311.418,17
427,2,729.357,96.7966,2
428,2,729.357,96.7966,2
429,2,495.076,743.098,16
430,2,294.441,400.72,6
431,2,428.682,252.125,17
432,2,987.619,251.448,1
433,2,409.282,412.878,11
434,2,767.463,528.246,8
435,2,294.441,400.72,6
436,2,711.409,430.67,2
437,2,711.409,430.67,2
438,2,713.47,430.9,2
439,2,495.076,743.098,16
440,2,713.47,430.9,2
441,2,323.149,408.0,11
442,2,483.824,741.65,2
443,2,483.824,741.65,2
444,2,707.575,424.915,2
445,2,640.0,592.615,13
446,2,987.619,251.448,1
447,2,731.452,311.003,2
448,2,428.682,252.125,17
449,2,826.816,274.704,2
450,2,856.089,686.416,2
451,2,856.089,686.416,2
452,2,410.894,440.285,14
453,2,893.017,495.847,2
454,2,733.451,338.762,2
455,2,435.595,423.045,11
456,2,600.0,300.0,10
457,2,273.401,473.993,17
458,2,741.443,501.049,2
459,2,741.443,501.049,2
460,2,987.619,251.448,1
461,2,741.443,501.049,2
462,2,294.441,400.72,6
463,2,344.209,430.507,5
464,2,515.75,640.08,4
465,2,741.443,501.049,2
466,2,741.443,501.049,2
467,2,433.917,633.78,12
468,2,495.076,743.098,16
469,2,533.333,471.94,16
470,2,917.167,430.551,2
471,2,917.167,430.551,2
472,2,917.167,430.551,2
473,2,515.75,640.08,4
474,2,566.904,875.929,16
475,2,521.283,690.594,11
476,2,501.603,723.411,16
477,2,888.451,605.684,11
478,2,719.495,434.995,13
479,2,538.721,410.898,2
480,2,693.619,552.204,13
481,2,344.209,430.507,5
482,2,294.441,400.72,6
483,2,501.603,723.411,16
484,2,429.435,559.187,2
485,2,433.917,633.78,12
486,2,566.796,411.779,2
487,2,713.783,292.679,2
488,2,542.47,423.045,3
489,2,608.148,497.113,8
490,2,433.917,633.78,12
491,2,728.063,435.962,2
492,2,281.207,425.033,7
493,2,563.71,603.386,16
494,2,728.063,435.962,2
495,2,646.209,578.131,5
496,2,563.71,603.386,16
497,2,729.93,107.165,2
498,2,694.55,148.577,2
499,2,742.053,403.242,16
500,2,693.619,552.204,13
501,2,738.234,109.565,2
502,2,267.865,478.424,17
503,2,722.355,277.413,13
504,2,870.971,417.165,2
505,2,433.917,633.78,12
506,2,785.198,466.963,2
507,2,442.026,545.202,2
508,2,722.355,277.413,13
509,2,442.026,545.202,2
510,2,652.05,667.553,2
511,2,652.05,667.553,2
512,2,803.186,321.104,2
513,2,433.917,633.78,12
514,2,933.231,328.111,2
515,2,725.918,411.435,2
516,2,893.017,333.929,2
517,2,333.193,374.881,5
518,2,934.705,348.33,2
519,2,542.47,423.045,3
520,2,433.917,633.78,12
521,2,987.619,251.448,1
522,2,934.705,348.33,2
523,2,846.412,555.005,9
524,2,442.755,699.368,17
525,2,742.053,403.242,16
526,2,254.473,499.594,17
527,2,643.881,308.203,1
528,2,402.335,376.441,5
529,2,934.705,348.33,2
530,2,726.727,112.325,2
531,2,727.512,430.211,2
532,2,669.786,512.977,8
533,2,727.512,430.211,2
534,2,742.053,403.242,16
535,2,727.512,430.211,2
536,2,294.441,400.72,6
537,2,727.512,430.211,2
538,2,768.067,384.978,13
539,2,763.666,485.597,16
540,2,288.176,441.763,6
541,2,542.47,423.045,3
542,2,299.799,418.725,17
543,2,888.451,605.684,11
544,2,410.894,440.285,14
545,2,501.861,712.159,2
546,2,288.176,441.763,6
547,2,737.778,499.463,2
548,2,737.778,499.463,2
549,2,836.428,354.531,2
550,2,836.428,354.531,2
551,2,299.799,418.725,17
552,2,433.917,633.78,12
553,2,736.244,487.261,2
554,2,538.844,417.117,2
555,2,426.667,863.509,4
556,2,743.371,506.162,2
557,2,820.746,282.584,2
558,2,960.0,272.769,2
559,2,960.0,272.769,2
560,2,542.47,423.045,3
561,2,494.842,722.99,5
562,2,270.096,495.847,12
563,2,299.799,418.725,17
564,2,949.005,158.879,2
565,2,640.0,526.956,13
566,2,913.496,335.814,2
567,2,270.096,495.847,12
568,2,726.057,158.183,2
569,2,529.695,695.032,9
570,2,575.597,421.53,2
571,2,575.597,421.53,2
572,2,584.331,352.572,5
573,2,542.47,423.045,3
574,2,270.096,495.847,12
575,2,575.597,421.53,2
576,2,447.798,343.21,5
577,2,423.198,345.819,6
578,2,730.296,165.599,2
579,2,836.735,400.72,2
580,2,483.971,642.275,1
581,2,695.886,443.502,2
582,2,695.886,443.502,2
583,2,763.666,485.597,16
584,2,939.386,339.138,2
585,2,825.78,395.311,13
586,2,525.695,614.621,3
587,2,846.22,312.027,2
588,2,846.22,312.027,2
589,2,846.22,312.027,2
590,2,312.469,312.434,17
591,2,846.22,312.027,2
592,2,961.798,512.995,2
593,2,898.866,579.693,2
594,2,426.667,863.509,4
595,2,530.459,597.591,16
596,2,436.546,492.413,12
597,2,492.682,122.149,6
598,2,898.866,579.693,2
599,2,973.127,520.51,2
600,2,825.78,395.311,13
601,2,973.127,520.51,2
602,2,478.223,246.05,17
603,2,303.175,320.476,6
604,2,507.973,705.365,16
605,2,483.971,642.275,1
606,2,973.127,520.51,2
607,2,973.127,520.51,2
608,2,388.843,343.71,5
609,2,749.279,326.002,2
610,2,557.364,668.255,13
611,2,301.706,452.028,17
612,2,436.546,492.413,12
613,2,749.279,326.002,2
614,2,222.841,423.045,5
615,2,888.451,605.684,11
616,2,725.918,436.89,2
617,2,706.33,425.453,2
618,2,730.434,103.744,2
619,2,858.421,416.681,2
620,2,415.143,562.858,16
621,2,693.741,55.7015,2
622,2,693.741,55.7015,2
623,2,356.394,346.484,12
624,2,693.741,55.7015,2
625,2,693.741,55.7015,2
626,2,600.0,300.0,10
627,2,734.085,109.963,2
628,2,303.175,320.476,6
629,2,685.208,705.852,4
630,2,685.208,705.852,4
631,2,841.623,284.739,2
632,2,564.385,429.972,2
633,2,356.394,346.484,12
634,2,564.385,429.972,2
635,2,356.394,346.484,12
636,2,393.863,391.151,13
637,2,542.933,436.66,2
638,2,888.451,605.684,11
639,2,888.451,605.684,11
640,2,730.434,324.485,2
641,2,366.746,338.303,1
642,2,356.394,346.484,12
643,2,632.213,916.947,8
644,2,298.442,361.792,6
645,2,733.407,350.298,2
646,2,522.022,666.932,13
647,2,733.407,350.298,2
648,2,405.473,497.803,17
649,2,733.407,350.298,2
650,2,405.473,497.803,17
651,2,632.213,916.947,8
652,2,260.591,455.149,17
653,2,685.208,705.852,4
654,2,482.99,718.714,17
655,2,733.407,350.298,2
656,2,733.407,350.298,2
657,2,522.022,666.932,13
658,2,567.289,427.786,16
659,2,619.543,625.89,9
660,2,356.394,346.484,12
661,2,523.265,689.207,17
662,2,685.208,705.852,4
663,2,222.841,423.045,5
664,2,730.434,103.744,2
665,2,951.266,357.884,2
666,2,600.0,300.0,10
667,2,307.598,422.708,17
668,2,733.545,258.045,11
669,2,840.608,279.079,2
670,2,685.208,705.852,4
671,2,883.95,568.874,2
672,2,729.974,337.816,2
673,2,308.739,310.82,14
674,2,722.553,339.819,2
675,2,426.667,361.846,3
676,2,722.553,339.819,2
677,2,722.553,339.819,2
678,2,720.546,302.006,2
679,2,726.231,326.762,2
680,2,533.333,646.257,16
681,2,320.0,524.83,14
682,2,733.407,500.016,2
683,2,511.395,421.53,4
684,2,522.022,666.932,13
685,2,905.909,404.602,2
686,2,905.909,404.602,2
687,2,733.773,313.512,2
688,2,356.394,346.484,12
689,2,320.0,524.83,14
690,2,907.758,418.134,2
691,2,731.327,493.67,2
692,2,446.349,425.033,1
693,2,636.539,530.82,13
694,2,356.394,346.484,12
695,2,713.07,89.386,2
696,2,820.728,372.244,2
697,2,356.394,346.484,12
698,2,820.728,372.244,2
699,2,733.545,258.045,11
700,2,503.235,406.681,11
701,2,298.442,361.792,6
702,2,307.598,422.708,17
703,2,533.333,646.257,16
704,2,836.804,419.302,2
705,2,836.804,419.302,2
706,2,533.333,646.257,16
707,2,836.804,419.302,2
708,2,957.252,231.259,2
709,2,402.049,42.4966,17
710,2,957.252,231.259,2
711,2,281.207,425.033,7
712,2,222.841,423.045,5
713,2,777.274,571.38,13
714,2,726.057,430.841,2
715,2,533.904,678.44,13
716,2,746.667,373.027,2
717,2,222.841,423.045,5
718,2,525.473,686.069,12
719,2,533.333,646.257,16
720,2,849.364,480.918,2
721,2,539.929,437.063,2
722,2,539.929,437.063,2
723,2,539.929,437.063,2
724,2,359.005,408.0,3
725,2,751.281,589.116,2
726,2,952.076,409.165,2
727,2,402.049,42.4966,17
728,2,253.926,397.927,6
729,2,338.773,323.815,3
730,2,253.926,397.927,6
731,2,725.518,417.151,2
732,2,853.333,413.543,2
733,2,905.909,430.9,2
734,2,905.909,430.9,2
735,2,832.634,419.132,2
736,2,679.789,237.796,17
737,2,437.636,712.31,1
738,2,632.213,916.947,8
