,timestamp,id,x,y
0,1707994493713,7,10.449377279836980,49.628302922760120
1,1707994495173,7,16.749838705875355,45.150830501065187
2,1707994496629,7,16.461903614595030,45.265478672240100
3,1707994498093,7,13.131261777922040,45.347164117362141
4,1707994499556,7,13.855951807297515,45.200593616813634
5,1707994501017,7,13.835854864907379,45.149053585276747
6,1707994502474,7,13.978123360904920,45.095167612418706
7,1707994504938,7,14.808880125708795,45.187647346223926
8,1707994506394,7,15.903932141602612,45.171348957190581
9,1707994507858,7,15.180527987871999,45.210877205077416
10,1707994509321,7,13.228975444954358,45.200593616813634
11,1707994510786,7,16.347967305322953,45.275762260503896
12,1707994512243,7,16.617137063879515,45.149053585276747
13,1707994513699,7,16.617137063879511,45.200593616813627
14,1707994515156,7,23.277154427477086,40.218526864705140
15,1707994516620,7,10.848738113702311,49.526892829446524
16,1707994518077,7,13.890311828322107,45.149053585276747
17,1707994519530,7,16.804424975566448,45.058350767259981
18,1707994520984,7,16.387513076004872,45.187647346223926
19,1707994522444,7,-Inf,NaN
20,1707994522915,7,12.518901498916147,38.749242942032410
21,1707994524382,7,-Inf,NaN
22,1707994524836,7,12.050622720163059,39.187135744003669
23,1707994526300,7,-Inf,NaN
24,1707994526757,7,10.704137303088949,40.281931038726171
25,1707994528212,7,13.801494843882786,45.200593616813634
26,1707994528672,7,25.672144834533690,32.295003256408485
27,1707994530136,7,16.608609415639087,45.119808925653693
28,1707994530590,7,18.114042768012737,39.720207097700978
29,1707994532048,7,15.428198406543661,45.149053585276747
30,1707994532512,7,72.467344900416876,27.654786722400967
31,1707994533966,7,16.375390207359668,45.265478672240100
32,1707994534430,7,44.689265653712177,25.951676124187106
33,1707994535888,7,13.689680885173251,45.265478672240100
34,1707994536350,7,15.389005115066517,41.729869111205304
35,1707994537816,7,14.963962038997192,45.200593616813627
36,1707994538277,7,14.913691529401945,42.209077117649514
37,1707994539737,7,13.758238140265167,45.347164117362148
38,1707994540190,7,12.037736764165814,44.340802573124350
39,1707994541654,7,14.950315471574417,46.327126071595423
40,1707994542111,7,30.518181767761050,32.994063831863642
41,1707994543579,7,16.461903614595030,45.265478672240100
42,1707994544040,7,19.183594152439213,49.441883556059068
43,1707994545496,7,36.684074349058179,30.046911836555985
44,1707994545952,7,18.333333333333336,35.000000000000000
45,1707994546408,7,19.437200420491838,36.470722565024175
46,1707994547864,7,+Inf,NaN
47,1707994548326,7,13.169937727983694,42.444859887963311
48,1707994548787,7,18.062799579508166,36.167800236526659
49,1707994550242,7,14.974801892808175,30.037263396319183
50,1707994550698,7,10.917458155751490,47.312203191593198
51,1707994551155,7,36.514547139815761,25.788692233853634
52,1707994552616,7,-Inf,NaN
53,1707994553075,7,13.004732073616267,42.247633963191866
54,1707994553537,7,15.000000000000057,37.728412361433833
55,1707994555003,7,-Inf,NaN
56,1707994555465,7,13.565726590059214,42.151410114911180
57,1707994555921,7,19.437200420491838,38.036923839668439
58,1707994557378,7,-Inf,NaN
59,1707994557832,7,17.308481559887760,47.212722339831636
60,1707994558295,7,79.737381137023320,25.000000000000000
61,1707994559751,7,-Inf,NaN
62,1707994560210,7,9.583342730157860,33.911524523330968
63,1707994560664,7,57.509676558267635,14.183145548779560
64,1707994562126,7,14.915822532783205,45.062648050985764
65,1707994562585,7,16.516590425963471,40.596366131570598
66,1707994564050,7,14.915822532783205,30.023791903104676
67,1707994564502,7,42.329914377077117,35.232298588534938
68,1707994564966,7,18.062799579508166,35.855301998431266
69,1707994566430,7,+Inf,NaN
70,1707994566891,7,-0.829711437566502,33.831437323432496
71,1707994567347,7,86.937336458049629,25.000000000000000
72,1707994568803,7,-Inf,NaN
73,1707994569265,7,-1.709102019670127,34.160136191144559
74,1707994569722,7,6.257924287673092,40.208688685527953
75,1707994571179,7,23.999525667691628,30.039834293385134
76,1707994571634,7,14.677662836028063,45.902126436489482
77,1707994572098,7,35.242085109151532,27.005936168136351
78,1707994573560,7,36.961196707224950,30.024822617382075
79,1707994574016,7,18.967311853778021,41.201874870232260
80,1707994574476,7,13.941756916248679,41.819112935389100
81,1707994575938,7,14.937450884592030,30.034026828671763
82,1707994576394,7,38.368425660807624,26.610196792399048
